プール,部位,名称,対象,帯,帯開始,帯終了,ATK,HP,MP,STR,DEX,VIT,AGI,INT,MND,特殊効果,効果量,効果ID,備考
ドロップ,武器,ノーブルソード,赤魔道士,24,1151,1200,7,,,2,,,,2,2,,,,
ドロップ,武器,ノーブルダガー,シーフ,24,1151,1200,6,,,,4,,2,,,,,,
ドロップ,鎧,ノーブルメイル,重量,24,1151,1200,,70,,,,5,,,,,,,
ドロップ,脚,ノーブルサブリガ,重量,24,1151,1200,,40,,,,3,,,,,,,
ドロップ,鎧,ノーブルローブ,魔道士,24,1151,1200,,35,15,,,,,2,2,,,,
ドロップ,脚,ノーブルスロップス,魔道士,24,1151,1200,,20,10,,,,2,,2,,,,
ドロップ,鎧,ノーブルベスト,軽量,24,1151,1200,,50,,,2,4,,,,,,,
ドロップ,脚,ノーブルトラウザ,軽量,24,1151,1200,,30,,,2,,3,,,,,,
ドロップ,アクセサリ,ノーブルリング,全ジョブ,24,1151,1200,,20,10,2,2,2,2,2,2,,,,
ドロップ,武器,ロイヤルアクス,戦士,25,1201,1250,9,,,4,,,,,,,,,
ドロップ,武器,ロイヤルナックル,モンク,25,1201,1250,6,,,3,,2,,,,,,,
ドロップ,武器,ロイヤルポール,白魔道士,25,1201,1250,4,,,,,,,,6,,,,
ドロップ,武器,ロイヤルロッド,黒魔道士,25,1201,1250,3,,,,,,,6,,,,,
ドロップ,武器,ロイヤルソード,赤魔道士,25,1201,1250,7,,,2,,,,2,2,,,,
ドロップ,武器,ロイヤルダガー,シーフ,25,1201,1250,6,,,,4,,2,,,,,,
ドロップ,鎧,ロイヤルメイル,重量,25,1201,1250,,70,,,,5,,,,,,,
ドロップ,脚,ロイヤルサブリガ,重量,25,1201,1250,,40,,,,3,,,,,,,
ドロップ,鎧,ロイヤルローブ,魔道士,25,1201,1250,,35,15,,,,,2,2,,,,
ドロップ,脚,ロイヤルスロップス,魔道士,25,1201,1250,,20,10,,,,2,,2,,,,
ドロップ,鎧,ロイヤルベスト,軽量,25,1201,1250,,50,,,2,4,,,,,,,
ドロップ,脚,ロイヤルトラウザ,軽量,25,1201,1250,,30,,,2,,3,,,,,,
ドロップ,アクセサリ,ロイヤルリング,全ジョブ,25,1201,1250,,20,10,2,2,2,2,2,2,,,,
ドロップ,武器,ドラゴンアクス,戦士,26,1251,1300,9,,,4,,,,,,,,,
ドロップ,武器,ドラゴンナックル,モンク,26,1251,1300,6,,,3,,2,,,,,,,
ドロップ,武器,ドラゴンポール,白魔道士,26,1251,1300,4,,,,,,,,6,,,,
ドロップ,武器,ドラゴンロッド,黒魔道士,26,1251,1300,3,,,,,,,6,,,,,
ドロップ,武器,ドラゴンソード,赤魔道士,26,1251,1300,7,,,2,,,,2,2,,,,
ドロップ,武器,ドラゴンダガー,シーフ,26,1251,1300,6,,,,4,,2,,,,,,
ドロップ,鎧,ドラゴンメイル,重量,26,1251,1300,,70,,,,5,,,,,,,
ドロップ,脚,ドラゴンサブリガ,重量,26,1251,1300,,40,,,,3,,,,,,,
ドロップ,鎧,ドラゴンローブ,魔道士,26,1251,1300,,35,15,,,,,2,2,,,,
ドロップ,脚,ドラゴンスロップス,魔道士,26,1251,1300,,20,10,,,,2,,2,,,,
ドロップ,鎧,ドラゴンベスト,軽量,26,1251,1300,,50,,,2,4,,,,,,,
ドロップ,脚,ドラゴントラウザ,軽量,26,1251,1300,,30,,,2,,3,,,,,,
ドロップ,アクセサリ,ドラゴンリング,全ジョブ,26,1251,1300,,20,10,2,2,2,2,2,2,,,,
ドロップ,武器,ワイバーンアクス,戦士,27,1301,1350,9,,,4,,,,,,,,,
ドロップ,武器,ワイバーンナックル,モンク,27,1301,1350,6,,,3,,2,,,,,,,
ドロップ,武器,ワイバーンポール,白魔道士,27,1301,1350,4,,,,,,,,6,,,,
ドロップ,武器,ワイバーンロッド,黒魔道士,27,1301,1350,3,,,,,,,6,,,,,
ドロップ,武器,ワイバーンソード,赤魔道士,27,1301,1350,7,,,2,,,,2,2,,,,
ドロップ,武器,ワイバーンダガー,シーフ,27,1301,1350,6,,,,4,,2,,,,,,
ドロップ,鎧,ワイバーンメイル,重量,27,1301,1350,,70,,,,5,,,,,,,
ドロップ,脚,ワイバーンサブリガ,重量,27,1301,1350,,40,,,,3,,,,,,,
ドロップ,鎧,ワイバーンローブ,魔道士,27,1301,1350,,35,15,,,,,2,2,,,,
ドロップ,脚,ワイバーンスロップス,魔道士,27,1301,1350,,20,10,,,,2,,2,,,,
ドロップ,鎧,ワイバーンベスト,軽量,27,1301,1350,,50,,,2,4,,,,,,,
ドロップ,脚,ワイバーントラウザ,軽量,27,1301,1350,,30,,,2,,3,,,,,,
ドロップ,アクセサリ,ワイバーンリング,全ジョブ,27,1301,1350,,20,10,2,2,2,2,2,2,,,,
ドロップ,武器,ベヒーモスアクス,戦士,28,1351,1400,9,,,4,,,,,,,,,
ドロップ,武器,ベヒーモスナックル,モンク,28,1351,1400,6,,,3,,2,,,,,,,
ドロップ,武器,ベヒーモスポール,白魔道士,28,1351,1400,4,,,,,,,,6,,,,
ドロップ,武器,ベヒーモスロッド,黒魔道士,28,1351,1400,3,,,,,,,6,,,,,
ドロップ,武器,ベヒーモスソード,赤魔道士,28,1351,1400,7,,,2,,,,2,2,,,,
ドロップ,武器,ベヒーモスダガー,シーフ,28,1351,1400,6,,,,4,,2,,,,,,
ドロップ,鎧,ベヒーモスメイル,重量,28,1351,1400,,70,,,,5,,,,,,,
ドロップ,脚,ベヒーモスサブリガ,重量,28,1351,1400,,40,,,,3,,,,,,,
ドロップ,鎧,ベヒーモスローブ,魔道士,28,1351,1400,,35,15,,,,,2,2,,,,
ドロップ,脚,ベヒーモススロップス,魔道士,28,1351,1400,,20,10,,,,2,,2,,,,
ドロップ,鎧,ベヒーモスベスト,軽量,28,1351,1400,,50,,,2,4,,,,,,,
ドロップ,脚,ベヒーモストラウザ,軽量,28,1351,1400,,30,,,2,,3,,,,,,
ドロップ,アクセサリ,ベヒーモスリング,全ジョブ,28,1351,1400,,20,10,2,2,2,2,2,2,,,,
ドロップ,武器,ヒドラアクス,戦士,29,1401,1450,9,,,4,,,,,,,,,
ドロップ,武器,ヒドラナックル,モンク,29,1401,1450,6,,,3,,2,,,,,,,
ドロップ,武器,ヒドラポール,白魔道士,29,1401,1450,4,,,,,,,,6,,,,
ドロップ,武器,ヒドラロッド,黒魔道士,29,1401,1450,3,,,,,,,6,,,,,
ドロップ,武器,ヒドラソード,赤魔道士,29,1401,1450,7,,,2,,,,2,2,,,,
ドロップ,武器,ヒドラダガー,シーフ,29,1401,1450,6,,,,4,,2,,,,,,
ドロップ,鎧,ヒドラメイル,重量,29,1401,1450,,70,,,,5,,,,,,,
ドロップ,脚,ヒドラサブリガ,重量,29,1401,1450,,40,,,,3,,,,,,,
ドロップ,鎧,ヒドラローブ,魔道士,29,1401,1450,,35,15,,,,,2,2,,,,
ドロップ,脚,ヒドラスロップス,魔道士,29,1401,1450,,20,10,,,,2,,2,,,,
ドロップ,鎧,ヒドラベスト,軽量,29,1401,1450,,50,,,2,4,,,,,,,
ドロップ,脚,ヒドラトラウザ,軽量,29,1401,1450,,30,,,2,,3,,,,,,
ドロップ,アクセサリ,ヒドラリング,全ジョブ,29,1401,1450,,20,10,2,2,2,2,2,2,,,,
ドロップ,武器,ケルベロスアクス,戦士,30,1451,1500,9,,,4,,,,,,,,,
ドロップ,武器,ケルベロスナックル,モンク,30,1451,1500,6,,,3,,2,,,,,,,
ドロップ,武器,ケルベロスポール,白魔道士,30,1451,1500,4,,,,,,,,6,,,,
ドロップ,武器,ケルベロスロッド,黒魔道士,30,1451,1500,3,,,,,,,6,,,,,
ドロップ,武器,ケルベロスソード,赤魔道士,30,1451,1500,7,,,2,,,,2,2,,,,
ドロップ,武器,ケルベロスダガー,シーフ,30,1451,1500,6,,,,4,,2,,,,,,
ドロップ,鎧,ケルベロスメイル,重量,30,1451,1500,,70,,,,5,,,,,,,
ドロップ,脚,ケルベロスサブリガ,重量,30,1451,1500,,40,,,,3,,,,,,,
ドロップ,鎧,ケルベロスローブ,魔道士,30,1451,1500,,35,15,,,,,2,2,,,,
ドロップ,脚,ケルベロススロップス,魔道士,30,1451,1500,,20,10,,,,2,,2,,,,
ドロップ,鎧,ケルベロスベスト,軽量,30,1451,1500,,50,,,2,4,,,,,,,
ドロップ,脚,ケルベロストラウザ,軽量,30,1451,1500,,30,,,2,,3,,,,,,
ドロップ,アクセサリ,ケルベロスリング,全ジョブ,30,1451,1500,,20,10,2,2,2,2,2,2,,,,
ドロップ,武器,カーバンクルアクス,戦士,31,1501,1550,9,,,4,,,,,,,,,
ドロップ,武器,カーバンクルナックル,モンク,31,1501,1550,6,,,3,,2,,,,,,,
ドロップ,武器,カーバンクルポール,白魔道士,31,1501,1550,4,,,,,,,,6,,,,
ドロップ,武器,カーバンクルロッド,黒魔道士,31,1501,1550,3,,,,,,,6,,,,,
ドロップ,武器,カーバンクルソード,赤魔道士,31,1501,1550,7,,,2,,,,2,2,,,,
ドロップ,武器,カーバンクルダガー,シーフ,31,1501,1550,6,,,,4,,2,,,,,,
ドロップ,鎧,カーバンクルメイル,重量,31,1501,1550,,70,,,,5,,,,,,,
ドロップ,脚,カーバンクルサブリガ,重量,31,1501,1550,,40,,,,3,,,,,,,
ドロップ,鎧,カーバンクルローブ,魔道士,31,1501,1550,,35,15,,,,,2,2,,,,
ドロップ,脚,カーバンクルスロップス,魔道士,31,1501,1550,,20,10,,,,2,,2,,,,
ドロップ,鎧,カーバンクルベスト,軽量,31,1501,1550,,50,,,2,4,,,,,,,
ドロップ,脚,カーバンクルトラウザ,軽量,31,1501,1550,,30,,,2,,3,,,,,,
ドロップ,アクセサリ,カーバンクルリング,全ジョブ,31,1501,1550,,20,10,2,2,2,2,2,2,,,,
ドロップ,武器,イフリートアクス,戦士,32,1551,1600,9,,,4,,,,,,,,,
ドロップ,武器,イフリートナックル,モンク,32,1551,1600,6,,,3,,2,,,,,,,
ドロップ,武器,イフリートポール,白魔道士,32,1551,1600,4,,,,,,,,6,,,,
ドロップ,武器,イフリートロッド,黒魔道士,32,1551,1600,3,,,,,,,6,,,,,
ドロップ,武器,イフリートソード,赤魔道士,32,1551,1600,7,,,2,,,,2,2,,,,
ドロップ,武器,イフリートダガー,シーフ,32,1551,1600,6,,,,4,,2,,,,,,
ドロップ,鎧,イフリートメイル,重量,32,1551,1600,,70,,,,5,,,,,,,
ドロップ,脚,イフリートサブリガ,重量,32,1551,1600,,40,,,,3,,,,,,,
ドロップ,鎧,イフリートローブ,魔道士,32,1551,1600,,35,15,,,,,2,2,,,,
ドロップ,脚,イフリートスロップス,魔道士,32,1551,1600,,20,10,,,,2,,2,,,,
ドロップ,鎧,イフリートベスト,軽量,32,1551,1600,,50,,,2,4,,,,,,,
ドロップ,脚,イフリートトラウザ,軽量,32,1551,1600,,30,,,2,,3,,,,,,
ドロップ,アクセサリ,イフリートリング,全ジョブ,32,1551,1600,,20,10,2,2,2,2,2,2,,,,
ドロップ,武器,シヴァアクス,戦士,33,1601,1650,9,,,4,,,,,,,,,
ドロップ,武器,シヴァナックル,モンク,33,1601,1650,6,,,3,,2,,,,,,,
ドロップ,武器,シヴァポール,白魔道士,33,1601,1650,4,,,,,,,,6,,,,
ドロップ,武器,シヴァロッド,黒魔道士,33,1601,1650,3,,,,,,,6,,,,,
ドロップ,武器,シヴァソード,赤魔道士,33,1601,1650,7,,,2,,,,2,2,,,,
ドロップ,武器,シヴァダガー,シーフ,33,1601,1650,6,,,,4,,2,,,,,,
ドロップ,鎧,シヴァメイル,重量,33,1601,1650,,70,,,,5,,,,,,,
ドロップ,脚,シヴァサブリガ,重量,33,1601,1650,,40,,,,3,,,,,,,
ドロップ,鎧,シヴァローブ,魔道士,33,1601,1650,,35,15,,,,,2,2,,,,
ドロップ,脚,シヴァスロップス,魔道士,33,1601,1650,,20,10,,,,2,,2,,,,
ドロップ,鎧,シヴァベスト,軽量,33,1601,1650,,50,,,2,4,,,,,,,
ドロップ,脚,シヴァトラウザ,軽量,33,1601,1650,,30,,,2,,3,,,,,,
ドロップ,アクセサリ,シヴァリング,全ジョブ,33,1601,1650,,20,10,2,2,2,2,2,2,,,,
ドロップ,武器,ラムウアクス,戦士,34,1651,1700,9,,,4,,,,,,,,,
ドロップ,武器,ラムウナックル,モンク,34,1651,1700,6,,,3,,2,,,,,,,
ドロップ,武器,ラムウポール,白魔道士,34,1651,1700,4,,,,,,,,6,,,,
ドロップ,武器,ラムウロッド,黒魔道士,34,1651,1700,3,,,,,,,6,,,,,
ドロップ,武器,ラムウソード,赤魔道士,34,1651,1700,7,,,2,,,,2,2,,,,
ドロップ,武器,ラムウダガー,シーフ,34,1651,1700,6,,,,4,,2,,,,,,
ドロップ,鎧,ラムウメイル,重量,34,1651,1700,,70,,,,5,,,,,,,
ドロップ,脚,ラムウサブリガ,重量,34,1651,1700,,40,,,,3,,,,,,,
ドロップ,鎧,ラムウローブ,魔道士,34,1651,1700,,35,15,,,,,2,2,,,,
ドロップ,脚,ラムウスロップス,魔道士,34,1651,1700,,20,10,,,,2,,2,,,,
ドロップ,鎧,ラムウベスト,軽量,34,1651,1700,,50,,,2,4,,,,,,,
ドロップ,脚,ラムウトラウザ,軽量,34,1651,1700,,30,,,2,,3,,,,,,
ドロップ,アクセサリ,ラムウリング,全ジョブ,34,1651,1700,,20,10,2,2,2,2,2,2,,,,
ドロップ,武器,タイタンアクス,戦士,35,1701,1750,9,,,4,,,,,,,,,
ドロップ,武器,タイタンナックル,モンク,35,1701,1750,6,,,3,,2,,,,,,,
ドロップ,武器,タイタンポール,白魔道士,35,1701,1750,4,,,,,,,,6,,,,
ドロップ,武器,タイタンロッド,黒魔道士,35,1701,1750,3,,,,,,,6,,,,,
ドロップ,武器,タイタンソード,赤魔道士,35,1701,1750,7,,,2,,,,2,2,,,,
ドロップ,武器,タイタンダガー,シーフ,35,1701,1750,6,,,,4,,2,,,,,,
ドロップ,鎧,タイタンメイル,重量,35,1701,1750,,70,,,,5,,,,,,,
ドロップ,脚,タイタンサブリガ,重量,35,1701,1750,,40,,,,3,,,,,,,
ドロップ,鎧,タイタンローブ,魔道士,35,1701,1750,,35,15,,,,,2,2,,,,
ドロップ,脚,タイタンスロップス,魔道士,35,1701,1750,,20,10,,,,2,,2,,,,
ドロップ,鎧,タイタンベスト,軽量,35,1701,1750,,50,,,2,4,,,,,,,
ドロップ,脚,タイタントラウザ,軽量,35,1701,1750,,30,,,2,,3,,,,,,
ドロップ,アクセサリ,タイタンリング,全ジョブ,35,1701,1750,,20,10,2,2,2,2,2,2,,,,
ドロップ,武器,ガルーダアクス,戦士,36,1751,1800,9,,,4,,,,,,,,,
ドロップ,武器,ガルーダナックル,モンク,36,1751,1800,6,,,3,,2,,,,,,,
ドロップ,武器,ガルーダポール,白魔道士,36,1751,1800,4,,,,,,,,6,,,,
ドロップ,武器,ガルーダロッド,黒魔道士,36,1751,1800,3,,,,,,,6,,,,,
ドロップ,武器,ガルーダソード,赤魔道士,36,1751,1800,7,,,2,,,,2,2,,,,
ドロップ,武器,ガルーダダガー,シーフ,36,1751,1800,6,,,,4,,2,,,,,,
ドロップ,鎧,ガルーダメイル,重量,36,1751,1800,,70,,,,5,,,,,,,
ドロップ,脚,ガルーダサブリガ,重量,36,1751,1800,,40,,,,3,,,,,,,
ドロップ,鎧,ガルーダローブ,魔道士,36,1751,1800,,35,15,,,,,2,2,,,,
ドロップ,脚,ガルーダスロップス,魔道士,36,1751,1800,,20,10,,,,2,,2,,,,
ドロップ,鎧,ガルーダベスト,軽量,36,1751,1800,,50,,,2,4,,,,,,,
ドロップ,脚,ガルーダトラウザ,軽量,36,1751,1800,,30,,,2,,3,,,,,,
ドロップ,アクセサリ,ガルーダリング,全ジョブ,36,1751,1800,,20,10,2,2,2,2,2,2,,,,
ドロップ,武器,リヴァイアサンアクス,戦士,37,1801,1850,9,,,4,,,,,,,,,
ドロップ,武器,リヴァイアサンナックル,モンク,37,1801,1850,6,,,3,,2,,,,,,,
ドロップ,武器,リヴァイアサンポール,白魔道士,37,1801,1850,4,,,,,,,,6,,,,
ドロップ,武器,リヴァイアサンロッド,黒魔道士,37,1801,1850,3,,,,,,,6,,,,,
ドロップ,武器,リヴァイアサンソード,赤魔道士,37,1801,1850,7,,,2,,,,2,2,,,,
ドロップ,武器,リヴァイアサンダガー,シーフ,37,1801,1850,6,,,,4,,2,,,,,,
ドロップ,鎧,リヴァイアサンメイル,重量,37,1801,1850,,70,,,,5,,,,,,,
ドロップ,脚,リヴァイアサンサブリガ,重量,37,1801,1850,,40,,,,3,,,,,,,
ドロップ,鎧,リヴァイアサンローブ,魔道士,37,1801,1850,,35,15,,,,,2,2,,,,
ドロップ,脚,リヴァイアサンスロップス,魔道士,37,1801,1850,,20,10,,,,2,,2,,,,
ドロップ,鎧,リヴァイアサンベスト,軽量,37,1801,1850,,50,,,2,4,,,,,,,
ドロップ,脚,リヴァイアサントラウザ,軽量,37,1801,1850,,30,,,2,,3,,,,,,
ドロップ,アクセサリ,リヴァイアサンリング,全ジョブ,37,1801,1850,,20,10,2,2,2,2,2,2,,,,
ドロップ,武器,フェンリルアクス,戦士,38,1851,1900,9,,,4,,,,,,,,,
ドロップ,武器,フェンリルナックル,モンク,38,1851,1900,6,,,3,,2,,,,,,,
ドロップ,武器,フェンリルポール,白魔道士,38,1851,1900,4,,,,,,,,6,,,,
ドロップ,武器,フェンリルロッド,黒魔道士,38,1851,1900,3,,,,,,,6,,,,,
ドロップ,武器,フェンリルソード,赤魔道士,38,1851,1900,7,,,2,,,,2,2,,,,
ドロップ,武器,フェンリルダガー,シーフ,38,1851,1900,6,,,,4,,2,,,,,,
ドロップ,鎧,フェンリルメイル,重量,38,1851,1900,,70,,,,5,,,,,,,
ドロップ,脚,フェンリルサブリガ,重量,38,1851,1900,,40,,,,3,,,,,,,
ドロップ,鎧,フェンリルローブ,魔道士,38,1851,1900,,35,15,,,,,2,2,,,,
ドロップ,脚,フェンリルスロップス,魔道士,38,1851,1900,,20,10,,,,2,,2,,,,
ドロップ,鎧,フェンリルベスト,軽量,38,1851,1900,,50,,,2,4,,,,,,,
ドロップ,脚,フェンリルトラウザ,軽量,38,1851,1900,,30,,,2,,3,,,,,,
ドロップ,アクセサリ,フェンリルリング,全ジョブ,38,1851,1900,,20,10,2,2,2,2,2,2,,,,
ドロップ,武器,ディアボロスアクス,戦士,39,1901,1950,9,,,4,,,,,,,,,
ドロップ,武器,ディアボロスナックル,モンク,39,1901,1950,6,,,3,,2,,,,,,,
ドロップ,武器,ディアボロスポール,白魔道士,39,1901,1950,4,,,,,,,,6,,,,
ドロップ,武器,ディアボロスロッド,黒魔道士,39,1901,1950,3,,,,,,,6,,,,,
ドロップ,武器,ディアボロスソード,赤魔道士,39,1901,1950,7,,,2,,,,2,2,,,,
ドロップ,武器,ディアボロスダガー,シーフ,39,1901,1950,6,,,,4,,2,,,,,,
ドロップ,鎧,ディアボロスメイル,重量,39,1901,1950,,70,,,,5,,,,,,,
ドロップ,脚,ディアボロスサブリガ,重量,39,1901,1950,,40,,,,3,,,,,,,
ドロップ,鎧,ディアボロスローブ,魔道士,39,1901,1950,,35,15,,,,,2,2,,,,
ドロップ,脚,ディアボロススロップス,魔道士,39,1901,1950,,20,10,,,,2,,2,,,,
ドロップ,鎧,ディアボロスベスト,軽量,39,1901,1950,,50,,,2,4,,,,,,,
ドロップ,脚,ディアボロストラウザ,軽量,39,1901,1950,,30,,,2,,3,,,,,,
ドロップ,アクセサリ,ディアボロスリング,全ジョブ,39,1901,1950,,20,10,2,2,2,2,2,2,,,,
ドロップ,武器,オーディンアクス,戦士,40,1951,2000,9,,,4,,,,,,,,,
ドロップ,武器,オーディンナックル,モンク,40,1951,2000,6,,,3,,2,,,,,,,
ドロップ,武器,オーディンポール,白魔道士,40,1951,2000,4,,,,,,,,6,,,,
ドロップ,武器,オーディンロッド,黒魔道士,40,1951,2000,3,,,,,,,6,,,,,
ドロップ,武器,オーディンソード,赤魔道士,40,1951,2000,7,,,2,,,,2,2,,,,
ドロップ,武器,オーディンダガー,シーフ,40,1951,2000,6,,,,4,,2,,,,,,
ドロップ,鎧,オーディンメイル,重量,40,1951,2000,,70,,,,5,,,,,,,
ドロップ,脚,オーディンサブリガ,重量,40,1951,2000,,40,,,,3,,,,,,,
ドロップ,鎧,オーディンローブ,魔道士,40,1951,2000,,35,15,,,,,2,2,,,,
ドロップ,脚,オーディンスロップス,魔道士,40,1951,2000,,20,10,,,,2,,2,,,,
ドロップ,鎧,オーディンベスト,軽量,40,1951,2000,,50,,,2,4,,,,,,,
ドロップ,脚,オーディントラウザ,軽量,40,1951,2000,,30,,,2,,3,,,,,,
ドロップ,アクセサリ,オーディンリング,全ジョブ,40,1951,2000,,20,10,2,2,2,2,2,2,,,,
ガチャ,武器,スファライ,モンク,—,—,—,8,,,4,,3,,,,カウンター率,8,counter,
ガチャ,武器,ブラビューラ,戦士,—,—,—,12,,,5,,,,,,ダブルアタック率,8,doubleAttack,
ガチャ,武器,ムルグ・ナヴァー,白魔道士,—,—,—,5,,,,,,,,8,回復量,15,healPower,名称は要確認
ガチャ,武器,クラウストルム,黒魔道士,—,—,—,4,,,,,,,8,,魔法ダメージ,15,magicDamage,
ガチャ,武器,ムルグレット,赤魔道士,—,—,—,9,,,3,,,,3,3,攻撃間隔短縮,8,speed,名称は要確認
ガチャ,武器,マンダウ,シーフ,—,—,—,8,,,,5,,3,,,装備ドロップ率,20,dropRate,
ガチャ,鎧,ハウバート,重量,—,—,—,,91,,,,7,,,,ヘイト倍率,0.3,hate,名称は要確認
ガチャ,鎧,ソーサラーコート,魔道士,—,—,—,,46,20,,,,,3,3,MP自然回復,1.0,mpRegen,
ガチャ,鎧,ライトニングベスト,軽量,—,—,—,,65,,,3,5,,,,回避率,8,evasion,名称は要確認
ガチャ,脚,グリーヴ,重量,—,—,—,,52,,,,4,,,,被ダメージ減,8,damageCut,
ガチャ,脚,ソーサラートンバン,魔道士,—,—,—,,26,13,,,,3,,3,詠唱間隔短縮,8,speed,
ガチャ,脚,ダッシュボーツ,軽量,—,—,—,,39,,,3,,4,,,行動速度,8,speed,名称は要確認
ガチャ,アクセサリ,モーグリリング,全ジョブ,—,—,—,,26,13,3,3,3,3,3,3,装備ドロップ率,20,dropRate,
